Player,TEAM,AGE,MIN_2017,MIN_2018,GP,W,L,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST_x,TOV,STL,BLK,PF,FP,DD2,TD3,+/-,Height_x,Weight_x,College_x,Country_x,Draft Year_x,Draft Round_x,Draft Number_x,Height_y,Weight_y,College_y,Country_y,Draft Year_y,Draft Round_y,Draft Number_y,Box Outs,OFF Box Outs,DEF Box Outs,Team RebOn Box Outs,Player RebOn Box Outs,% Box Outs Off,% Box Outs Def,% Team RebWhen Box Out,% Player RebWhen Box Out,ContestedREB,ContestedREB%,REBChances,REBChance%,DeferredREB Chances,AdjustedREB Chance%,AVG REBDistance,PassesMade,PassesReceived,AST_y,SecondaryAST,PotentialAST,AST PTSCreated,AST PTSCreated,AST PTSCreated,AST PTSCreated,ASTAdj,AST ToPass%,AST ToPass% Adj,ScreenAssists,ScreenAssists PTS,Deflections,OFF Loose BallsRecovered,DEF Loose BallsRecovered,Loose BallsRecovered,% Loose BallsRecovered OFF,% Loose BallsRecovered DEF,ChargesDrawn,Contested2PT Shots,Contested3PT Shots,ContestedShots,FGM_und_5ft,FGA_und_5ft,FG%_und_5ft,FGM_5_9ft,FGA_5_9ft,FG%_5_9ft,FGM_10_14ft,FGA_10_14ft,FG%_10_14ft,FGM_15_19ft,FGA_15_19ft,FG%_15_19ft,FGM_20_24ft,FGA_20_24ft,FG%_20_24ft,FGM_25_29ft,FGA_25_29ft,FG%_25_29ft,OPP_FGM_und_5ft,OPP_FGA_und_5ft,OPP_FG%_und_5ft,OPP_FGM_5_9ft,OPP_FGA_5_9ft,OPP_FG%_5_9ft,OPP_FGM_10_14ft,OPP_FGA_10_14ft,OPP_FG%_10_14ft,OPP_FGM_15_19ft,OPP_FGA_15_19ft,OPP_FG%_15_19ft,OPP_FGM_20_24ft,OPP_FGA_20_24ft,OPP_FG%_20_24ft,OPP_FGM_25_29ft,OPP_FGA_25_29ft,OPP_FG%_25_29ft,DEFRTG,NETRTG,AST%,OREB%,DREB%,REB%,eFG%,TS%,USG%,PACE,PIE_2017,PIE_2018
Ramon Sessions,WAS,32,14.0,,28,10,18,4.9,1.5,4.2,35.9,0.3,0.9,30.8,1.6,2.0,77.2,0.2,1.1,1.4,2.8,1.1,0.5,0.1,1.0,11.3,0,0,-3.0,6-3,190,Nevada-Reno,USA,2007,2,56,6-3,190,Nevada-Reno,USA,2007,2,56,0.1,0.0,0.1,0.0,0.0,0.0,100,100,0.0,0.0,2.6,2.6,52.8,0.1,55.9,10.2,24.8,29.2,2.8,0.4,5.0,,6.2,,6.2,3.0,11.1,12.2,0.1,0.3,0.8,0.3,0.2,0.5,57.1,42.9,0.00,0.5,1.1,1.7,0.9,1.8,49.0,0.2,1.0,20.0,0.1,0.5,23.1,0.1,0.1,66.7,0.1,0.4,25.0,0.2,0.5,33.3,6.3,9.4,66.5,1.0,2.3,45.8,0.5,1.6,28.6,0.9,2.2,41.8,1.6,4.4,37.0,1.7,5.0,34.5,110.7,-10.8,29.7,1.5,8.6,4.9,39.3,47.9,18.7,98.82,7.9,
Rashad Vaughn,MIL,21,7.6,,28,13,15,2.3,0.8,2.0,41.1,0.5,1.3,37.8,0.1,0.2,66.7,0.1,0.6,0.8,0.5,0.2,0.2,0.1,0.5,4.5,0,0,-0.4,6-6,202,UNLV,USA,2015,1,17,6-6,202,UNLV,USA,2015,1,17,0.5,0.1,0.4,0.3,0.0,14.3,85.7,90.0,10.0,0.2,23.8,1.5,51.2,0.1,55.3,9.8,5.2,6.3,0.5,0.0,0.6,,1.1,,1.1,0.5,9.0,9.7,0.0,0.1,0.3,0.1,0.1,0.3,57.1,42.9,0.00,0.9,0.5,1.4,0.2,0.3,50.0,0.1,0.3,40.0,0.1,0.2,66.7,0.0,0.1,33.3,0.4,0.7,50.0,0.3,1.0,30.4,3.6,6.2,57.8,0.7,1.7,38.2,0.4,0.8,42.9,0.8,1.9,42.5,0.8,2.3,34.8,1.0,3.0,34.3,106.7,-1.8,9.0,1.6,8.5,5.2,53.6,54.6,13.7,97.15,6.3,
Raul Neto,UTA,26,12.2,12.8,41,28,13,4.5,1.7,3.7,45.7,0.5,1.1,40.4,0.6,0.9,74.3,0.2,1.0,1.2,1.8,0.9,0.3,0.1,0.9,9.0,0,0,2.9,6-1,179,None,Brazil,2013,2,47,6-1,179,None,Brazil,2013,2,47,0.4,0.0,0.4,0.2,0.1,0.0,100,88.9,22.2,0.1,6.1,3.0,40.2,0.2,43.8,10.6,21.5,23.2,1.8,0.2,3.6,,4.7,,4.7,2.1,8.5,10.0,0.2,0.4,0.5,0.2,0.4,0.6,34.8,65.2,0.07,2.1,1.5,3.6,0.9,1.5,58.7,0.1,0.4,37.5,0.1,0.4,26.7,0.1,0.2,33.3,0.4,0.8,48.5,0.1,0.3,28.6,3.5,6.5,54.3,1.0,2.8,33.6,1.0,2.2,46.7,0.7,1.8,38.4,1.3,3.6,36.7,1.1,3.8,29.0,95.4,9.5,23.0,1.4,7.9,4.8,52.0,55.0,17.3,100.31,8.8,9.6
Raymond Felton,OKC,34,16.6,11.5,82,48,34,6.9,2.7,6.7,40.6,1.0,2.8,35.2,0.4,0.5,81.8,0.3,1.6,1.9,2.5,0.9,0.6,0.2,1.1,14.3,0,0,-0.6,6-1,205,North Carolina,USA,2005,1,5,6-1,205,North Carolina,USA,2005,1,5,1.1,0.1,1.0,0.7,0.1,5.7,94.3,89.6,16.4,0.4,19.7,3.9,48.6,0.4,53.5,9.3,26.1,30.8,2.5,0.3,5.0,,6.3,,6.3,2.9,9.5,11.0,0.2,0.4,1.1,0.3,0.5,0.8,33.9,66.1,0.02,1.7,1.6,3.3,0.7,1.3,53.3,0.3,0.6,42.9,0.2,0.5,42.1,0.4,1.1,37.5,0.6,1.4,43.2,0.6,1.7,33.8,6.1,10.6,57.9,0.9,2.8,31.3,1.0,2.2,44.1,0.9,1.9,44.3,2.1,5.9,34.9,1.9,4.7,39.6,104.7,-1.3,25.5,1.8,9.7,5.6,47.9,49.4,21.0,95.93,10.1,8.9
Reggie Bullock,DET,27,27.9,29.8,62,32,30,11.3,4.3,8.8,48.9,2.0,4.5,44.5,0.6,0.8,79.6,0.4,2.0,2.5,1.5,0.8,0.8,0.2,1.1,18.7,0,0,0.4,6-7,205,North Carolina,USA,2013,1,25,6-7,205,North Carolina,USA,2013,1,25,0.7,0.0,0.7,0.5,0.1,0.0,100,96.7,23.3,0.7,28.6,5.0,49.2,0.4,53.1,9.2,19.7,23.7,1.5,0.2,2.5,,3.8,,3.8,1.8,7.8,9.1,0.2,0.5,1.2,0.2,0.7,0.9,27.3,72.7,0.03,2.7,2.8,5.5,1.4,2.2,65.7,0.1,0.5,26.5,0.3,0.7,42.9,0.3,0.7,46.7,0.8,1.9,43.3,1.3,2.7,46.2,10.2,16.1,63.7,1.8,5.3,34.8,1.6,4.0,40.7,2.0,4.7,42.8,3.0,8.3,36.2,4.2,11.5,36.6,106.9,0.6,8.1,1.5,7.2,4.3,60.3,61.5,15.3,98.41,8.4,6.9
Reggie Hearn,DET,26,2.2,,3,3,0,1.0,0.3,0.7,50.0,0.3,0.7,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,-1.7,6-5,210,Northwestern,USA,Undrafted,Undrafted,Undrafted,6-5,210,Northwestern,USA,Undrafted,Undrafted,Undrafted,0.7,0.0,0.7,0.0,0.0,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.7,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,100,0.0,0.3,0.0,0.7,0.7,100,0.0,0.5,0.0,0.0,0.3,0.0,0.5,1.0,50.0,1.0,2.0,50.0,0.0,1.0,0.0,107.1,-35.7,0.0,0.0,0.0,0.0,75.0,75.0,10.5,101.41,12.9,
Reggie Jackson,DET,28,26.7,27.9,45,27,18,14.6,5.5,12.8,42.6,1.2,3.8,30.8,2.5,3.0,83.6,0.6,2.1,2.8,5.3,2.2,0.6,0.1,1.9,25.7,0,0,0.3,6-3,208,Boston College,USA,2011,1,24,6-3,208,Boston College,USA,2011,1,24,0.9,0.0,0.9,0.6,0.1,2.4,97.6,92.9,14.3,0.5,17.6,6.6,41.8,0.7,46.8,9.7,49.2,61.8,5.3,0.5,10.5,,13.1,,13.1,5.9,10.7,12.0,0.3,0.6,1.3,0.5,0.5,1.0,51.1,48.9,0.09,2.3,3.0,5.3,1.5,3.0,50.7,1.1,2.2,48.5,1.0,1.9,51.2,0.6,1.6,36.1,0.5,1.3,38.3,0.8,2.6,30.3,9.5,14.9,63.7,2.0,4.8,41.6,1.6,3.9,40.6,2.4,5.3,45.4,3.3,7.2,45.1,3.4,9.9,33.8,106.6,0.4,33.1,2.3,8.4,5.2,47.1,51.6,26.5,96.84,10.8,10.0
Richard Jefferson,DEN,38,8.2,,20,10,10,1.5,0.6,1.4,44.4,0.1,0.4,28.6,0.2,0.4,57.1,0.1,0.8,0.9,0.8,0.3,0.1,0.1,0.6,3.8,0,0,-2.1,6-7,233,Arizona,USA,2001,1,13,6-7,233,Arizona,USA,2001,1,13,1.0,0.1,0.8,0.3,0.1,15.0,85.0,60.0,10.0,0.2,23.5,2.0,43.6,0.3,50.0,6.4,6.8,5.9,0.8,0.0,1.5,,2.2,,2.2,0.9,11.0,12.5,0.1,0.3,0.3,0.1,0.2,0.3,33.3,66.7,0.00,1.0,1.2,2.2,0.2,0.4,50.0,0.2,0.4,57.1,0.1,0.2,50.0,0.0,0.1,0.0,0.1,0.2,33.3,0.1,0.2,25.0,2.9,5.3,56.0,0.8,1.8,46.9,0.7,1.0,72.2,0.9,1.7,50.0,1.7,3.2,52.7,1.0,2.9,33.9,110.3,-13.2,13.5,1.1,9.9,5.2,48.1,49.9,8.9,100.04,4.7,
Richaun Holmes,PHI,24,15.5,16.9,48,30,18,6.5,2.8,5.0,56.0,0.1,0.6,12.9,0.8,1.2,66.1,1.2,3.2,4.4,1.3,0.5,0.4,0.6,2.0,16.2,1,0,-0.8,6-10,235,Bowling Green,USA,2015,2,37,6-10,235,Bowling Green,USA,2015,2,37,4.2,0.7,3.6,1.9,0.7,15.3,84.7,84.5,30.9,1.9,43.0,9.0,49.2,0.5,51.9,5.7,21.0,17.8,1.3,0.1,2.2,,3.2,,3.2,1.4,6.2,6.9,1.6,3.6,0.8,0.3,0.2,0.5,61.5,38.5,0.00,4.3,1.5,5.8,2.2,3.0,74.3,0.3,0.6,41.9,0.2,0.4,36.8,0.0,0.2,18.2,0.1,0.3,20.0,0.1,0.4,15.0,5.4,8.9,60.9,1.1,2.9,38.4,1.2,3.1,37.7,1.2,3.2,36.8,1.5,4.0,38.7,2.5,7.0,35.9,105.7,-1.6,12.2,7.4,18.2,13.1,56.8,58.5,15.9,103.41,11.5,12.5
Ricky Rubio,UTA,27,29.3,27.9,77,44,33,13.1,4.5,10.7,41.8,1.2,3.5,35.2,2.9,3.3,86.6,0.6,4.0,4.6,5.3,2.7,1.6,0.1,2.7,29.0,11,0,2.7,6-4,190,None,Spain,2009,1,5,6-4,190,None,Spain,2009,1,5,0.9,0.0,0.9,0.5,0.1,0.0,100,87.2,10.6,0.7,15.7,9.1,50.0,0.5,53.2,9.3,59.4,63.4,5.3,0.7,10.5,,13.0,,13.0,6.2,9.0,10.4,0.2,0.5,3.0,0.5,1.0,1.5,33.0,67.0,0.10,2.9,2.2,5.1,1.1,2.2,49.7,0.2,0.6,28.3,0.6,1.4,46.2,1.1,2.4,44.3,0.9,2.4,36.9,0.6,1.7,37.7,9.7,15.9,60.8,2.2,5.3,41.5,1.9,5.3,35.2,2.5,5.9,42.6,3.3,8.2,40.5,3.2,9.2,34.8,101.2,4.7,28.3,2.0,13.9,8.0,47.6,53.7,22.2,97.48,11.5,10.3
Robert Covington,PHI,27,31.6,34.4,80,51,29,12.6,4.3,10.5,41.3,2.5,6.9,36.9,1.5,1.7,85.3,0.7,4.7,5.4,2.0,1.6,1.7,0.9,3.0,28.3,7,0,6.6,6-9,225,Tennessee State,USA,Undrafted,Undrafted,Undrafted,6-9,225,Tennessee State,USA,Undrafted,Undrafted,Undrafted,2.0,0.3,1.7,1.1,0.2,15.9,84.1,83.2,17.8,1.5,27.7,11.1,49.1,0.9,53.4,7.4,33.3,29.2,2.0,0.3,3.3,,4.8,,4.8,2.4,5.9,7.1,0.4,0.9,3.9,0.3,1.0,1.3,26.7,73.3,0.01,4.3,3.6,7.9,1.4,2.2,60.3,0.2,0.4,46.4,0.0,0.3,9.1,0.2,0.5,43.2,0.6,1.6,34.1,2.0,5.4,37.3,10.0,17.2,58.2,2.2,6.0,37.0,2.3,5.4,42.7,2.7,6.8,38.9,2.8,7.7,36.2,4.4,13.4,32.6,100.0,9.9,8.4,2.2,13.7,8.2,53.4,56.3,16.8,101.42,9.0,8.3
Robin Lopez,CHI,30,26.4,21.7,64,23,41,11.8,5.3,10.1,53.0,0.1,0.2,28.6,1.1,1.4,75.6,2.1,2.4,4.5,1.9,1.7,0.2,0.8,1.7,21.6,3,0,-3.1,7-0,277,Stanford,USA,2008,1,15,7-0,277,Stanford,USA,2008,1,15,8.9,2.3,6.7,5.2,1.4,25.3,74.7,87.3,23.3,2.5,54.1,10.7,42.2,1.0,46.5,5.4,22.2,27.4,1.9,0.2,3.6,,5.0,,5.0,2.3,8.7,10.3,4.1,9.3,0.3,0.2,0.3,0.6,41.7,58.3,0.02,9.3,1.8,11.1,3.0,4.5,65.7,1.3,2.6,50.3,0.3,0.7,36.4,0.5,1.3,43.8,0.2,0.8,25.9,0.0,0.2,27.3,9.5,15.7,60.7,1.9,4.3,43.7,1.7,4.2,41.4,2.2,5.0,44.1,3.5,8.9,39.1,3.5,9.4,37.6,107.7,-6.1,11.9,7.4,9.3,8.3,53.3,55.2,20.3,99.00,8.7,8.8
Rodney Hood,CLE,25,26.9,26.3,60,29,31,14.7,5.4,12.5,42.9,2.1,5.6,38.1,1.9,2.2,86.0,0.4,2.4,2.8,1.6,1.2,0.8,0.2,1.8,22.1,0,0,-1.2,6-8,206,Duke,USA,2014,1,23,6-8,206,Duke,USA,2014,1,23,1.9,0.0,1.9,0.9,0.1,0.9,99.1,83.8,13.2,0.4,12.7,5.6,49.4,0.4,52.9,9.3,22.2,30.4,1.6,0.4,2.9,,4.1,,4.1,2.1,7.1,9.2,0.2,0.5,1.1,0.3,0.4,0.7,42.9,57.1,0.03,3.0,2.2,5.2,1.0,1.6,59.2,0.7,1.5,43.3,0.7,1.7,44.4,0.6,1.6,38.5,1.0,2.5,39.9,1.4,3.5,39.2,9.7,15.8,61.4,2.2,5.1,43.1,1.9,4.5,41.8,1.8,4.3,41.6,3.0,7.9,38.3,3.4,8.9,38.4,108.9,-2.3,9.7,1.4,9.1,5.2,51.3,54.6,24.0,98.22,9.0,7.5
Rodney McGruder,MIA,26,16.6,23.5,18,11,7,5.1,2.0,4.1,49.3,0.8,1.9,42.9,0.2,0.4,50.0,0.6,1.2,1.8,0.9,0.2,0.4,0.2,1.2,10.3,0,0,1.8,6-4,200,Kansas State,USA,Undrafted,Undrafted,Undrafted,6-4,200,Kansas State,USA,Undrafted,Undrafted,Undrafted,1.0,0.2,0.8,0.4,0.1,22.2,77.8,80.0,20.0,0.3,15.2,4.5,40.7,0.2,42.9,6.6,14.4,13.8,0.9,0.2,2.5,,2.4,,2.4,1.2,6.6,8.1,0.1,0.2,1.0,0.3,0.3,0.6,50.0,50.0,0.00,1.6,1.9,3.5,0.8,1.1,77.8,0.2,0.6,36.4,0.1,0.2,66.7,0.1,0.4,16.7,0.6,1.5,37.0,0.3,0.4,62.5,5.6,10.0,56.5,1.4,3.5,38.3,1.1,2.5,44.2,1.2,2.9,40.0,2.1,4.5,46.9,2.3,5.3,44.2,106.5,5.5,7.5,3.5,7.8,5.5,59.6,59.5,11.4,96.89,6.6,6.8
Rodney Purvis,ORL,24,18.1,,16,5,11,6.0,2.2,6.7,32.7,0.8,3.3,25.0,0.8,0.9,86.7,0.1,1.6,1.7,1.1,0.6,0.2,0.2,1.6,10.1,0,0,-3.6,6-4,205,Connecticut,USA,Undrafted,Undrafted,Undrafted,6-4,205,Connecticut,USA,Undrafted,Undrafted,Undrafted,1.0,0.0,1.0,0.6,0.3,0.0,100,69.2,38.5,0.2,11.1,3.5,48.2,0.1,49.1,7.0,13.6,17.6,1.1,0.3,2.2,,2.6,,2.6,1.4,7.8,10.1,0.1,0.1,0.9,0.2,0.3,0.4,42.9,57.1,0.00,1.1,1.6,2.7,0.4,0.9,50.0,0.1,0.3,50.0,0.2,0.4,50.0,0.4,1.5,25.0,0.6,1.7,33.3,0.5,1.9,25.8,7.0,12.1,58.0,0.8,3.1,26.5,0.9,1.8,48.3,0.9,3.3,28.8,2.1,4.9,42.3,2.8,7.2,38.3,107.4,-9.1,9.2,0.3,8.5,4.3,38.8,42.3,18.7,98.13,3.2,
Ron Baker,NYK,25,13.3,10.1,29,12,17,2.4,0.7,2.0,33.9,0.4,1.1,33.3,0.7,0.9,76.9,0.2,0.9,1.0,1.6,0.6,0.9,0.2,1.1,8.8,0,0,0.6,6-4,220,Wichita State,USA,Undrafted,Undrafted,Undrafted,6-4,220,Wichita State,USA,Undrafted,Undrafted,Undrafted,1.0,0.0,1.0,0.5,0.0,0.0,100,68.4,5.3,0.2,17.2,2.3,45.3,0.1,47.5,11.1,15.2,15.1,1.6,0.1,2.8,,3.6,,3.6,1.8,10.6,11.5,0.3,0.7,1.7,0.1,0.5,0.6,22.2,77.8,0.00,1.4,1.0,2.4,0.3,0.7,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.2,0.6,41.2,0.2,0.7,27.8,4.8,8.8,54.9,1.1,2.3,48.4,0.5,2.0,27.1,1.2,2.4,51.6,1.4,4.0,35.0,1.7,4.9,34.4,103.9,3.2,16.1,1.4,6.4,4.0,43.2,50.4,10.2,98.64,5.8,1.3
Rondae Hollis-Jefferson,BKN,23,28.2,20.9,68,26,42,13.9,5.0,10.6,47.2,0.2,0.8,24.1,3.7,4.6,78.8,1.5,5.3,6.8,2.5,1.8,1.0,0.7,2.1,28.9,12,0,-2.7,6-7,214,Arizona,USA,2015,1,23,6-7,214,Arizona,USA,2015,1,23,6.2,0.4,5.7,3.3,1.0,7.2,92.8,92.1,28.3,2.6,38.0,13.5,50.2,0.9,53.9,5.2,44.1,35.9,2.5,0.2,5.1,,6.6,,6.6,2.7,5.6,6.2,1.7,4.2,1.9,0.5,0.5,0.9,50.0,50.0,0.01,6.4,2.2,8.6,2.8,5.0,56.4,0.7,2.0,34.3,0.9,1.8,47.5,0.5,1.1,45.9,0.2,0.6,26.8,0.0,0.2,21.4,10.5,17.7,59.4,2.6,6.5,39.1,2.7,6.2,44.1,3.1,6.8,44.9,3.1,7.9,39.3,3.0,8.0,37.3,109.6,-3.7,14.3,5.0,17.5,11.3,48.1,54.8,21.7,101.18,11.9,8.8
Royce O'Neale,UTA,25,16.7,20.4,69,43,26,5.0,1.7,4.1,42.3,0.6,1.7,35.6,0.9,1.1,80.3,0.4,3.1,3.4,1.4,0.8,0.5,0.2,1.5,12.6,1,0,2.8,6-6,226,Baylor,USA,Undrafted,Undrafted,Undrafted,6-6,226,Baylor,USA,Undrafted,Undrafted,Undrafted,1.1,0.0,1.1,0.7,0.3,2.7,97.3,91.8,34.7,1.1,31.4,5.8,59.1,0.4,63.4,5.7,15.9,15.8,1.4,0.2,2.8,,3.5,,3.5,1.6,8.7,10.1,0.1,0.2,1.0,0.1,0.5,0.6,23.3,76.7,0.00,2.1,1.4,3.5,0.8,1.6,50.9,0.1,0.4,34.6,0.1,0.3,47.6,0.0,0.1,42.9,0.4,1.1,36.6,0.2,0.7,34.8,5.2,9.0,58.1,1.3,3.6,35.5,1.3,3.1,41.3,1.3,3.3,38.8,1.9,4.9,38.2,1.6,5.3,30.8,97.6,8.7,12.2,2.2,17.5,10.1,49.6,54.0,14.0,98.08,9.2,7.3
Rudy Gay,SAS,31,21.6,26.7,57,36,21,11.5,4.4,9.4,47.1,0.6,2.1,31.4,2.0,2.5,77.2,1.3,3.8,5.1,1.3,1.4,0.8,0.7,1.7,22.6,1,0,1.4,6-8,230,Connecticut,USA,2006,1,8,6-8,230,Connecticut,USA,2006,1,8,2.8,0.6,2.1,1.5,0.6,22.3,77.7,84.0,32.0,1.8,34.7,9.9,51.8,0.7,55.5,5.7,27.3,22.2,1.3,0.2,2.9,,3.2,,3.2,1.5,4.7,5.6,0.5,1.0,1.6,0.6,0.4,1.0,60.0,40.0,0.05,3.9,2.6,6.6,1.8,2.8,64.6,0.6,1.6,38.9,0.9,1.8,50.0,0.4,0.9,44.4,0.3,1.1,26.6,0.4,1.1,37.1,7.3,12.1,60.2,1.6,3.9,41.9,1.8,3.7,47.2,1.5,4.0,38.9,2.0,6.2,32.2,2.7,7.0,38.4,103.9,2.5,9.7,6.0,17.5,11.7,50.6,54.5,23.7,97.08,12.5,12.8
Rudy Gobert,UTA,26,32.4,31.8,56,37,19,13.5,4.9,7.9,62.2,0.0,0.0,0.0,3.6,5.3,68.2,2.9,7.8,10.7,1.4,1.9,0.8,2.3,2.7,35.9,31,0,6.1,7-1,245,None,France,2013,1,27,7-1,245,None,France,2013,1,27,8.6,2.3,6.4,4.6,2.0,26.4,73.6,87.5,37.0,4.3,39.9,21.2,50.6,1.2,53.8,4.1,46.6,31.8,1.4,0.2,2.9,,3.4,,3.4,1.6,3.1,3.4,6.2,14.3,1.5,0.3,0.4,0.8,44.2,55.8,0.00,12.8,2.3,15.0,4.7,6.9,68.3,0.1,0.6,17.1,0.0,0.2,10.0,0.1,0.2,33.3,0.0,0.0,50.0,0.0,0.0,0.0,9.8,16.6,59.0,2.5,6.6,37.8,2.4,7.0,34.4,3.0,7.3,40.7,3.4,9.0,38.0,3.6,10.1,35.6,98.3,9.4,6.8,9.3,23.4,16.5,62.2,65.7,16.3,97.87,14.7,17.0
Russell Westbrook,OKC,29,36.4,36.0,80,47,33,25.4,9.5,21.1,44.9,1.2,4.1,29.8,5.2,7.1,73.7,1.9,8.2,10.1,10.3,4.8,1.8,0.3,2.5,54.3,59,25,4.8,6-3,200,UCLA,USA,2008,1,4,6-3,200,UCLA,USA,2008,1,4,0.9,0.2,0.7,0.5,0.3,18.6,81.4,84.3,43.1,2.2,21.5,17.6,57.5,0.8,60.1,7.3,62.3,77.3,10.3,1.0,20.3,,25.6,,25.6,12.0,16.6,19.2,0.1,0.4,3.3,0.9,1.2,2.1,44.4,55.6,0.06,1.9,1.6,3.5,5.0,8.6,58.0,0.3,0.9,38.6,1.0,2.6,37.6,1.6,4.0,39.3,0.8,2.3,35.8,0.8,2.6,29.0,13.7,21.9,62.4,2.5,6.2,39.9,2.2,5.2,41.3,1.8,4.8,37.4,5.3,14.1,37.8,4.1,11.2,36.6,105.6,6.6,46.4,4.8,22.6,13.3,47.7,52.4,32.6,99.59,18.6,16.4
Ryan Anderson,HOU,30,26.1,12.9,66,52,14,9.3,3.1,7.3,43.1,2.0,5.1,38.6,1.1,1.4,77.4,1.4,3.6,5.0,0.9,0.6,0.4,0.3,1.9,18.1,2,0,3.8,6-10,240,California,USA,2008,1,21,6-10,240,California,USA,2008,1,21,6.1,1.3,4.8,2.8,1.1,21.3,78.7,83.4,32.7,2.2,43.8,9.4,53.1,0.5,56.2,6.1,22.0,18.4,0.9,0.1,1.9,,2.4,,2.4,1.0,4.1,4.7,1.1,2.5,0.6,0.3,0.3,0.6,50.0,50.0,0.09,4.8,2.1,6.9,0.7,1.2,59.0,0.0,0.2,9.1,0.1,0.2,53.8,0.3,0.5,56.7,0.5,1.2,41.0,1.5,3.8,39.6,11.3,17.5,64.5,1.9,4.7,40.4,1.4,3.8,36.5,1.4,3.7,38.1,2.9,7.5,38.0,3.4,9.3,36.1,106.9,6.9,5.0,5.4,13.9,9.6,56.8,59.2,14.1,99.50,7.7,3.6
Ryan Arcidiacono,CHI,24,12.7,24.2,24,6,18,2.0,0.7,1.7,41.5,0.4,1.3,29.0,0.2,0.3,83.3,0.0,1.0,1.0,1.5,0.5,0.5,0.0,0.8,6.5,0,0,-1.0,6-3,195,Villanova,USA,Undrafted,Undrafted,Undrafted,6-3,195,Villanova,USA,Undrafted,Undrafted,Undrafted,0.5,0.0,0.5,0.2,0.0,0.0,100,83.3,16.7,0.1,8.0,1.9,55.6,0.1,58.1,8.4,21.5,20.6,1.5,0.2,3.8,,4.2,,4.2,1.9,6.8,8.7,0.1,0.2,0.8,0.0,0.3,0.3,12.5,87.5,0.17,0.5,1.3,1.8,0.2,0.2,100,0.0,0.1,33.3,0.0,0.0,0.0,0.0,0.0,100,0.4,0.7,52.9,0.0,0.5,7.7,4.6,7.2,63.6,0.6,1.9,29.5,0.8,1.7,46.3,0.7,1.5,44.4,2.0,5.0,39.2,1.7,5.1,33.3,102.5,-2.3,16.1,0.3,7.7,3.9,52.4,55.0,8.1,100.14,5.7,7.8
Salah Mejri,DAL,32,11.9,11.1,61,21,40,3.5,1.4,2.2,64.2,0.0,0.0,0.0,0.6,1.1,57.6,1.4,2.6,4.0,0.6,0.6,0.4,1.1,2.0,12.9,1,0,0.3,7-2,235,None,Tunisia,Undrafted,Undrafted,Undrafted,7-2,235,None,Tunisia,Undrafted,Undrafted,Undrafted,3.5,0.3,3.2,1.9,0.7,7.9,92.1,90.6,31.3,2.0,49.2,7.8,51.7,0.4,54.7,5.1,13.7,8.0,0.6,0.0,1.0,,1.4,,1.4,0.6,4.2,4.3,2.2,5.2,0.6,0.3,0.3,0.5,54.5,45.5,0.18,5.0,1.1,6.0,1.4,1.9,70.4,0.1,0.3,40.0,0.0,0.0,0.0,0.0,0.1,25.0,0.0,0.0,0.0,0.0,0.1,0.0,3.4,5.9,57.9,1.0,2.5,41.2,1.1,2.2,48.0,0.8,2.4,32.6,1.5,4.0,37.5,1.6,4.2,36.6,103.1,2.0,7.1,11.3,21.6,16.5,64.2,64.4,12.6,96.86,10.3,10.8
Sam Dekker,LAC,24,12.1,16.8,73,36,37,4.2,1.8,3.5,49.4,0.1,0.8,16.7,0.5,0.8,66.1,0.6,1.8,2.4,0.5,0.5,0.3,0.1,1.0,8.7,0,0,0.8,6-9,230,Wisconsin,USA,2015,1,18,6-9,230,Wisconsin,USA,2015,1,18,2.0,0.3,1.7,1.0,0.3,15.5,84.5,75.5,22.3,0.8,33.3,4.8,49.4,0.3,53.2,6.3,13.7,10.0,0.5,0.1,1.0,,1.2,,1.2,0.7,3.8,4.8,0.3,0.7,0.6,0.2,0.3,0.5,45.9,54.1,0.00,2.3,1.1,3.3,1.4,2.2,64.4,0.1,0.3,45.0,0.0,0.1,50.0,0.0,0.1,22.2,0.1,0.4,21.4,0.1,0.5,14.3,4.6,7.4,62.6,0.7,2.2,31.4,0.9,2.1,43.0,1.0,2.7,37.0,1.3,3.5,37.0,1.5,4.5,32.5,102.5,4.2,5.9,5.0,13.6,9.5,51.4,53.4,14.8,103.18,7.9,8.3
