Player,TEAM,AGE,MIN_2017,MIN_2018,GP,W,L,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST_x,TOV,STL,BLK,PF,FP,DD2,TD3,+/-,Height_x,Weight_x,College_x,Country_x,Draft Year_x,Draft Round_x,Draft Number_x,Height_y,Weight_y,College_y,Country_y,Draft Year_y,Draft Round_y,Draft Number_y,Box Outs,OFF Box Outs,DEF Box Outs,Team RebOn Box Outs,Player RebOn Box Outs,% Box Outs Off,% Box Outs Def,% Team RebWhen Box Out,% Player RebWhen Box Out,ContestedREB,ContestedREB%,REBChances,REBChance%,DeferredREB Chances,AdjustedREB Chance%,AVG REBDistance,PassesMade,PassesReceived,AST_y,SecondaryAST,PotentialAST,AST PTSCreated,AST PTSCreated,AST PTSCreated,AST PTSCreated,ASTAdj,AST ToPass%,AST ToPass% Adj,ScreenAssists,ScreenAssists PTS,Deflections,OFF Loose BallsRecovered,DEF Loose BallsRecovered,Loose BallsRecovered,% Loose BallsRecovered OFF,% Loose BallsRecovered DEF,ChargesDrawn,Contested2PT Shots,Contested3PT Shots,ContestedShots,FGM_und_5ft,FGA_und_5ft,FG%_und_5ft,FGM_5_9ft,FGA_5_9ft,FG%_5_9ft,FGM_10_14ft,FGA_10_14ft,FG%_10_14ft,FGM_15_19ft,FGA_15_19ft,FG%_15_19ft,FGM_20_24ft,FGA_20_24ft,FG%_20_24ft,FGM_25_29ft,FGA_25_29ft,FG%_25_29ft,OPP_FGM_und_5ft,OPP_FGA_und_5ft,OPP_FG%_und_5ft,OPP_FGM_5_9ft,OPP_FGA_5_9ft,OPP_FG%_5_9ft,OPP_FGM_10_14ft,OPP_FGA_10_14ft,OPP_FG%_10_14ft,OPP_FGM_15_19ft,OPP_FGA_15_19ft,OPP_FG%_15_19ft,OPP_FGM_20_24ft,OPP_FGA_20_24ft,OPP_FG%_20_24ft,OPP_FGM_25_29ft,OPP_FGA_25_29ft,OPP_FG%_25_29ft,DEFRTG,NETRTG,AST%,OREB%,DREB%,REB%,eFG%,TS%,USG%,PACE,PIE_2017,PIE_2018
Andre Iguodala,GSW,34,25.4,23.2,64,46,18,6.0,2.3,5.0,46.3,0.5,1.8,28.2,0.9,1.4,63.2,0.8,3.1,3.8,3.3,1.0,0.8,0.6,1.5,18.8,0,0,4.3,6-6,215,Arizona,USA,2004,1,9,6-6,215,Arizona,USA,2004,1,9,2.6,0.2,2.4,1.5,0.3,8.3,91.7,88.1,18.3,0.9,23.6,7.6,50.5,0.6,54.5,8.2,36.0,32.1,3.3,0.5,5.7,,7.8,,7.8,4.0,9.1,11.0,0.7,1.7,1.4,0.5,0.7,1.2,40.8,59.2,0.02,2.7,2.3,5.0,1.3,1.8,74.6,0.1,0.3,22.7,0.1,0.3,40.0,0.2,0.6,35.0,0.2,0.7,27.9,0.4,1.2,31.6,9.1,15.2,60.1,2.0,5.2,38.4,1.9,4.7,40.6,1.7,4.9,34.5,2.1,6.3,32.6,3.3,9.7,33.5,101.3,7.9,16.9,3.3,10.9,7.4,51.4,53.6,11.2,101.15,8.1,9.0
Andre Ingram,LAL,32,32.1,3.7,2,1,1,12.0,4.0,8.5,47.1,2.5,4.5,55.6,1.5,1.5,100,0.5,2.5,3.0,3.5,1.5,1.5,1.5,1.5,28.4,0,0,10.0,6-3,190,American,USA,Undrafted,Undrafted,Undrafted,6-3,190,American,USA,Undrafted,Undrafted,Undrafted,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,75.0,0.5,85.7,10.2,23.0,26.5,3.5,0.0,4.5,,9.0,,9.0,3.5,15.2,15.2,0.5,1.5,1.0,0.0,1.0,1.0,0.0,100,1.00,3.0,4.0,7.0,0.0,0.5,0.0,0.0,0.5,0.0,1.5,2.0,75.0,0.0,1.0,0.0,0.5,0.5,100,2.0,4.0,50.0,14.5,24.5,59.2,1.0,4.0,25.0,3.5,5.5,63.6,0.0,2.0,0.0,2.5,7.0,35.7,5.0,14.0,35.7,95.1,14.1,14.9,1.6,7.2,4.6,61.8,65.5,13.6,106.28,9.9,-9.3
Andre Roberson,OKC,26,26.6,,39,24,15,5.0,2.2,4.2,53.7,0.2,0.9,22.2,0.3,1.0,31.6,1.9,2.8,4.7,1.2,0.8,1.2,0.9,2.3,17.8,0,0,4.8,6-7,210,Colorado,USA,2013,1,26,6-7,210,Colorado,USA,2013,1,26,2.7,1.1,1.7,1.7,0.5,38.3,61.7,84.0,23.5,2.0,43.0,9.8,47.5,0.6,50.6,6.5,19.2,12.6,1.2,0.2,1.9,,2.8,,2.8,1.5,6.2,7.6,0.8,1.9,2.3,0.4,0.9,1.3,33.3,66.7,0.03,5.0,3.3,8.2,2.0,3.2,63.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.7,19.2,0.1,0.2,37.5,8.8,14.1,62.5,1.6,4.1,39.6,1.3,3.4,37.6,0.9,3.0,30.8,4.4,11.2,39.3,2.3,7.9,28.7,97.3,9.4,5.9,6.8,10.9,8.8,56.2,54.3,8.5,96.82,6.5,
Andrew Bogut,LAL,33,9.0,12.2,24,7,17,1.5,0.7,1.0,68.0,0.0,0.0,0.0,0.1,0.1,100,1.1,2.2,3.3,0.6,0.8,0.2,0.5,1.7,7.7,0,0,-1.2,7-0,260,Utah,Australia,2005,1,1,7-0,260,Utah,Australia,2005,1,1,3.2,0.6,2.5,1.7,0.8,19.7,80.3,88.9,42.2,1.5,46.2,5.3,61.9,0.3,66.1,5.2,13.3,7.5,0.6,0.0,1.3,,1.5,,1.5,0.7,4.7,5.0,1.3,2.8,0.3,0.1,0.0,0.2,75.0,25.0,0.08,2.5,0.5,3.0,0.6,0.8,77.8,0.1,0.2,50.0,0.0,0.1,0.0,0.0,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,3.3,5.4,60.5,0.4,1.3,32.1,0.9,1.8,51.4,0.9,1.8,50.0,0.7,3.0,23.5,1.4,4.1,33.0,100.2,-5.1,9.9,10.4,22.3,16.2,68.0,69.6,8.5,101.59,8.1,9.2
Andrew Harrison,MEM,23,23.7,10.9,56,17,39,9.5,3.2,7.7,42.2,0.8,2.5,33.1,2.2,2.8,78.0,0.4,1.9,2.3,3.2,1.4,0.7,0.5,2.5,19.0,0,0,-3.6,6-6,213,Kentucky,USA,2015,2,44,6-6,213,Kentucky,USA,2015,2,44,0.6,0.0,0.6,0.4,0.1,5.9,94.1,88.0,16.0,0.4,16.0,5.8,40.1,0.4,43.1,10.0,41.8,48.1,3.2,0.7,7.0,,7.8,,7.8,4.0,7.6,9.7,0.2,0.4,1.7,0.3,0.7,0.9,26.9,73.1,0.21,2.3,2.7,5.0,1.5,2.6,55.8,0.2,0.6,37.1,0.2,0.4,37.5,0.4,1.0,37.9,0.4,1.4,30.9,0.5,1.4,37.0,7.7,12.7,60.8,1.2,3.3,36.4,1.4,3.6,40.3,1.3,3.6,36.2,2.8,6.8,41.7,3.3,9.0,36.4,108.5,-7.3,22.2,1.7,8.5,5.1,47.7,53.4,19.5,94.79,8.3,2.5
Andrew White III,ATL,25,13.9,,15,1,14,4.6,1.7,4.9,34.2,1.2,3.3,36.7,0.1,0.3,25.0,0.3,2.0,2.3,0.4,0.5,0.2,0.1,0.8,8.2,0,0,-5.1,6-7,210,Syracuse,USA,Undrafted,Undrafted,Undrafted,6-7,210,Syracuse,USA,Undrafted,Undrafted,Undrafted,0.5,0.1,0.4,0.2,0.1,14.3,85.7,75.0,25.0,0.2,8.8,4.5,50.0,0.3,53.1,7.5,9.9,10.8,0.4,0.0,1.0,,1.1,,1.1,0.4,4.0,4.0,0.0,0.0,0.3,0.2,0.5,0.7,30.0,70.0,0.00,0.9,1.6,2.5,0.3,0.8,33.3,0.1,0.1,100,0.1,0.2,33.3,0.1,0.3,25.0,0.6,1.9,34.6,0.6,1.8,33.3,4.5,8.0,56.7,1.0,2.2,45.2,1.0,2.7,36.6,1.4,3.1,43.2,2.4,6.1,38.8,2.3,4.9,46.6,110.3,-18.6,5.0,1.6,13.3,7.2,46.6,46.1,16.0,103.53,4.9,
Andrew Wiggins,MIN,23,36.3,34.8,82,47,35,17.7,6.9,15.9,43.8,1.4,4.1,33.1,2.5,3.8,64.3,1.0,3.4,4.4,2.0,1.7,1.1,0.6,2.0,29.4,1,0,2.5,6-8,202,Kansas,Canada,2014,1,1,6-8,202,Kansas,Canada,2014,1,1,1.7,0.2,1.5,1.0,0.3,13.6,86.4,88.3,23.4,1.3,29.9,10.0,43.8,0.6,46.7,7.0,22.1,31.5,2.0,0.4,3.7,,4.8,,4.8,2.5,8.8,11.1,0.2,0.5,1.7,0.5,0.6,1.1,41.6,58.4,0.00,4.3,4.7,9.0,3.0,4.5,65.6,0.9,1.9,44.0,0.7,1.9,34.8,0.8,2.3,33.5,0.9,2.6,35.2,0.8,2.5,30.5,14.1,22.1,63.9,2.2,5.7,38.8,2.0,4.9,39.7,2.3,5.8,39.9,4.8,12.7,38.0,4.6,12.4,36.9,108.9,3.5,8.0,2.8,9.4,6.1,48.1,50.5,22.8,97.56,7.6,7.8
Ante Zizic,CLE,21,6.7,18.3,32,21,11,3.7,1.5,2.1,73.1,0.0,0.0,0.0,0.7,0.9,72.4,0.8,1.1,1.9,0.2,0.3,0.1,0.4,0.9,7.3,0,0,-1.2,6-11,250,None,Croatia,2016,1,23,6-11,250,None,Croatia,2016,1,23,3.1,1.0,2.1,1.7,0.5,32.7,67.3,93.1,27.6,0.9,50.0,3.7,51.3,0.2,54.5,4.7,5.8,4.1,0.2,0.1,0.3,,0.4,,0.4,0.2,2.7,3.8,0.9,2.3,0.1,0.0,0.1,0.1,0.0,100,0.00,2.2,0.4,2.6,1.5,1.8,80.4,0.4,0.7,62.5,0.0,0.2,25.0,0.0,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,3.3,5.1,65.4,1.0,1.9,53.3,0.6,1.0,58.3,0.5,1.5,34.4,1.0,2.3,43.1,1.1,2.9,39.1,114.9,-9.1,3.9,11.2,17.9,14.5,73.1,74.6,17.1,101.27,13.2,10.3
Anthony Brown,MIN,25,3.7,,1,0,1,3.0,1.0,1.0,100,1.0,1.0,100,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.5,0,0,3.0,6-7,224,Stanford,USA,2015,2,34,6-7,224,Stanford,USA,2015,2,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,3.0,1.0,0.0,1.0,,2.0,,2.0,1.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,1.0,1.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,1.0,2.0,50.0,1.0,3.0,33.3,90.0,30.0,33.3,0.0,0.0,0.0,150.0,150.0,10.0,128.57,22.9,
Anthony Davis,NOP,25,36.4,33.0,75,45,30,28.1,10.4,19.5,53.4,0.7,2.2,34.0,6.6,8.0,82.8,2.5,8.6,11.1,2.3,2.2,1.5,2.6,2.1,55.1,50,1,3.9,6-10,253,Kentucky,USA,2012,1,1,6-10,253,Kentucky,USA,2012,1,1,5.9,1.6,4.3,3.0,1.6,27.5,72.5,84.4,44.1,4.6,41.3,18.7,59.3,0.8,62.0,5.2,44.7,44.7,2.3,0.3,4.0,,5.8,,5.8,2.7,5.2,6.0,3.9,8.4,2.4,0.7,0.8,1.5,46.8,53.2,0.15,9.8,4.5,14.3,6.1,8.5,72.6,1.2,2.8,43.0,1.1,2.5,44.1,1.0,2.7,35.0,0.5,1.5,33.3,0.5,1.5,34.5,13.5,22.5,60.3,2.7,7.0,38.9,2.7,6.5,40.9,2.9,7.5,39.1,3.9,10.8,35.8,5.1,14.9,34.0,104.3,5.0,10.4,7.0,21.3,14.6,55.2,61.2,29.1,102.71,18.8,19.7
Anthony Tolliver,DET,33,22.2,16.6,79,37,42,8.9,2.8,6.0,46.4,2.0,4.6,43.6,1.3,1.7,79.7,0.6,2.4,3.1,1.1,0.7,0.4,0.3,1.8,15.5,1,0,0.3,6-8,240,Creighton,USA,Undrafted,Undrafted,Undrafted,6-8,240,Creighton,USA,Undrafted,Undrafted,Undrafted,4.2,0.4,3.7,1.9,0.5,10.7,89.0,84.5,22.4,0.8,27.4,6.7,45.2,0.5,49.0,8.0,38.1,20.9,1.1,0.1,2.3,,2.6,,2.6,1.3,3.0,3.3,1.5,3.4,0.7,0.2,0.5,0.7,31.6,68.4,0.23,3.9,2.4,6.3,0.6,1.0,63.3,0.1,0.2,28.6,0.0,0.1,37.5,0.0,0.0,33.3,0.7,1.8,41.0,1.3,2.9,45.4,7.4,12.0,61.6,1.7,4.4,37.7,1.3,3.1,40.9,1.7,4.0,41.8,2.6,6.5,40.3,3.2,8.7,36.4,105.0,0.9,7.6,2.7,10.9,6.7,63.2,66.3,14.4,97.94,8.6,6.4
Antonio Blakeney,CHI,21,16.5,14.5,19,3,16,7.9,2.8,7.5,37.1,0.8,2.7,28.8,1.6,2.1,76.9,0.2,1.5,1.7,1.1,0.6,0.4,0.1,1.0,12.3,0,0,-0.3,6-4,197,Louisiana State,USA,Undrafted,Undrafted,Undrafted,6-4,197,Louisiana State,USA,Undrafted,Undrafted,Undrafted,0.6,0.0,0.6,0.2,0.0,0.0,100,100,0.0,0.2,12.1,3.6,47.8,0.2,50.8,7.1,9.0,16.1,1.1,0.0,2.1,,2.6,,2.6,1.1,11.7,11.7,0.1,0.2,0.6,0.1,0.2,0.3,20.0,80.0,0.00,1.8,2.2,4.0,0.8,1.6,51.6,0.1,0.5,20.0,0.2,0.6,33.3,0.6,1.3,41.7,0.9,2.3,40.5,0.2,1.3,16.7,6.1,9.8,61.8,1.1,1.8,58.8,0.7,1.7,39.4,0.8,2.8,30.0,3.3,7.4,44.4,1.9,6.8,28.7,109.4,-1.3,9.6,1.1,8.9,4.9,42.3,47.1,22.7,99.24,6.4,7.3
Antonius Cleveland,ATL,24,7.2,,17,7,10,1.4,0.5,1.2,38.1,0.2,0.2,75.0,0.2,0.4,66.7,0.2,0.6,0.8,0.1,0.4,0.4,0.3,1.4,4.2,0,0,-2.6,6-6,195,Southeast Missouri,USA,Undrafted,Undrafted,Undrafted,6-6,195,Southeast Missouri,USA,Undrafted,Undrafted,Undrafted,1.1,0.1,1.0,0.7,0.0,5.6,94.4,100,0.0,0.3,35.7,1.8,45.2,0.2,50.0,7.1,3.8,4.4,0.1,0.0,0.6,,0.3,,0.3,0.1,3.1,3.1,0.0,0.0,0.9,0.1,0.1,0.2,66.7,33.3,0.06,0.7,0.5,1.2,0.1,0.3,40.0,0.0,0.1,0.0,0.0,0.2,0.0,0.1,0.4,20.0,0.2,0.4,50.0,0.1,0.1,100,2.8,4.7,59.2,0.7,1.5,47.4,0.6,2.2,28.6,0.6,1.4,45.0,1.1,2.9,40.0,1.0,2.9,35.0,101.1,-13.9,2.5,2.2,8.5,5.2,45.2,48.6,10.7,102.83,0.5,
Aron Baynes,BOS,31,18.3,16.1,81,54,27,6.0,2.6,5.5,47.1,0.0,0.3,14.3,0.7,1.0,75.6,1.6,3.8,5.4,1.1,1.0,0.3,0.6,2.5,15.8,4,0,2.3,6-10,260,Washington State,Australia,Undrafted,Undrafted,Undrafted,6-10,260,Washington State,Australia,Undrafted,Undrafted,Undrafted,7.0,1.5,5.5,3.9,1.3,21.0,79.0,84.4,27.8,2.4,45.5,10.9,49.4,0.8,53.3,4.6,21.0,18.1,1.2,0.1,2.3,,3.1,,3.1,1.4,5.6,6.5,2.4,5.6,0.3,0.2,0.3,0.5,43.2,56.8,0.21,7.1,1.5,8.6,1.3,2.5,52.7,0.3,0.8,41.9,0.4,0.9,43.2,0.5,1.0,50.0,0.1,0.3,24.0,0.0,0.1,20.0,5.9,9.9,59.5,1.3,3.4,38.7,1.2,3.1,39.1,1.5,4.0,38.6,1.7,4.9,35.3,2.0,6.7,30.4,97.7,6.5,9.5,8.6,19.6,14.1,47.4,50.2,16.6,96.78,8.7,8.3
Arron Afflalo,ORL,32,12.9,,53,16,37,3.4,1.2,3.1,40.1,0.5,1.3,38.6,0.4,0.5,84.6,0.1,1.2,1.2,0.6,0.4,0.1,0.2,1.1,6.1,0,0,-1.8,6-5,210,UCLA,USA,2007,1,27,6-5,210,UCLA,USA,2007,1,27,1.4,0.0,1.3,0.7,0.1,2.8,97.2,78.0,6.0,0.2,19.7,2.4,51.2,0.2,56.4,9.3,10.2,10.6,0.6,0.1,1.5,,1.5,,1.5,0.6,5.6,6.1,0.1,0.2,0.1,0.1,0.1,0.2,27.3,72.7,0.00,1.5,1.3,2.9,0.3,0.4,60.9,0.1,0.2,50.0,0.1,0.4,30.0,0.2,0.5,35.7,0.3,0.9,34.0,0.2,0.5,41.4,4.8,8.1,59.8,0.8,2.5,31.1,1.0,2.3,45.3,0.9,2.8,32.7,1.1,3.3,34.5,2.0,5.1,39.2,107.6,-6.8,6.6,0.6,8.2,4.6,48.5,51.6,12.7,97.79,4.2,
Austin Rivers,LAC,25,33.7,26.7,61,30,31,15.1,5.6,13.2,42.4,2.2,5.9,37.8,1.7,2.6,64.2,0.4,1.9,2.4,4.0,1.8,1.2,0.3,2.5,26.5,0,0,-1.0,6-4,200,Duke,USA,2012,1,10,6-4,200,Duke,USA,2012,1,10,1.3,0.0,1.3,0.8,0.0,1.3,98.7,86.0,3.5,0.4,18.6,6.3,37.8,0.6,42.0,9.4,51.0,60.4,4.0,0.6,7.2,,9.9,,9.9,4.7,7.8,9.3,0.1,0.3,2.0,0.3,0.8,1.1,31.3,68.7,0.05,3.0,1.9,4.8,2.6,4.8,53.1,0.4,1.3,31.3,0.3,0.8,34.0,0.1,0.3,37.5,0.8,2.0,39.5,1.5,4.0,36.6,13.0,20.4,63.8,2.2,5.5,40.4,2.4,5.4,43.9,2.5,6.3,39.2,4.2,10.3,41.0,4.4,12.2,36.1,111.6,-1.7,17.9,1.3,5.8,3.5,50.8,52.6,20.6,97.78,7.3,4.2
Avery Bradley,LAC,27,31.2,30.2,46,22,24,14.3,5.6,13.6,41.4,1.6,4.4,36.9,1.4,1.8,76.8,0.5,2.0,2.5,2.0,2.2,1.1,0.2,2.0,22.0,0,0,-2.7,6-2,180,Texas,USA,2010,1,19,6-2,180,Texas,USA,2010,1,19,1.0,0.0,0.9,0.5,0.0,4.5,95.5,86.2,6.9,0.5,18.1,5.9,42.5,0.6,47.3,7.5,22.7,33.8,2.0,0.4,3.7,,5.1,,5.1,2.5,9.0,11.1,0.3,0.6,1.9,0.4,0.5,0.9,46.3,53.7,0.11,2.0,3.0,5.0,2.1,3.8,55.5,0.4,1.1,34.0,0.4,1.1,33.3,0.8,2.0,40.7,1.2,3.3,36.4,0.8,2.3,33.3,11.3,17.9,63.2,2.5,6.2,40.0,2.1,4.8,44.1,2.2,5.3,41.4,3.5,8.8,39.7,4.3,11.5,38.0,108.3,-4.2,10.5,1.4,6.8,4.0,47.4,49.6,22.9,97.72,6.0,4.7
Bam Adebayo,MIA,20,19.8,23.3,69,34,35,6.9,2.5,4.9,51.2,0.0,0.1,0.0,1.9,2.6,72.1,1.7,3.8,5.5,1.5,1.0,0.5,0.6,2.0,18.0,7,0,-0.4,6-10,255,Kentucky,USA,2017,1,14,6-10,255,Kentucky,USA,2017,1,14,6.6,0.8,5.8,3.5,1.1,12.1,87.9,89.1,26.6,2.4,43.1,9.8,56.7,0.5,59.5,5.8,19.6,19.0,1.5,0.1,3.4,,3.8,,3.8,1.5,7.4,7.9,2.9,6.5,1.1,0.3,0.3,0.7,47.8,52.2,0.01,4.8,1.8,6.7,2.2,3.7,59.5,0.2,0.6,30.8,0.1,0.4,26.9,0.1,0.2,33.3,0.0,0.0,0.0,0.0,0.0,0.0,7.1,12.0,59.5,1.3,3.6,34.4,1.2,2.8,42.5,1.4,3.5,39.7,2.0,5.1,39.3,2.2,6.6,33.2,102.6,-0.6,11.5,8.6,19.4,14.0,51.2,57.0,15.7,96.29,11.1,13.3
Ben McLemore,MEM,25,19.5,8.3,56,7,49,7.5,2.8,6.7,42.1,1.0,2.8,34.6,0.9,1.1,82.8,0.6,1.9,2.5,0.9,1.1,0.7,0.3,2.5,13.6,0,0,-5.7,6-5,195,Kansas,USA,2013,1,7,6-5,195,Kansas,USA,2013,1,7,1.3,0.2,1.1,0.7,0.2,13.7,86.3,83.0,23.4,0.4,16.5,5.3,47.0,0.5,51.9,8.0,18.9,19.6,0.9,0.2,1.8,,2.2,,2.2,1.1,4.8,6.0,0.1,0.2,1.3,0.3,0.4,0.8,45.2,54.8,0.04,1.6,1.8,3.4,1.1,2.0,55.8,0.1,0.4,29.2,0.2,0.3,62.5,0.2,0.7,33.3,0.6,1.6,35.9,0.6,1.6,35.6,7.1,11.3,63.2,1.2,3.1,39.3,1.2,2.6,44.5,1.1,3.0,37.5,2.2,5.4,40.7,2.6,7.4,35.9,111.4,-13.5,7.8,3.0,10.1,6.4,49.5,52.6,18.2,97.99,5.6,5.0
Ben Moore,IND,23,4.6,,2,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.0,2.0,1.4,0,0,-7.5,6-8,220,Southern Methodist,USA,Undrafted,Undrafted,Undrafted,6-8,220,Southern Methodist,USA,Undrafted,Undrafted,Undrafted,0.5,0.0,0.5,0.0,0.0,0.0,100,0.0,0.0,0.0,0.0,1.0,50.0,0.0,50.0,9.7,4.0,1.5,0.5,0.0,0.5,,1.0,,1.0,0.5,12.5,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.5,100,0.5,0.5,100,1.0,1.0,100,0.0,1.0,0.0,1.0,2.0,50.0,1.5,2.0,75.0,175.0,-79.8,11.1,0.0,16.7,5.9,0.0,0.0,0.0,106.00,-4.1,
Ben Simmons,PHI,21,33.7,34.2,81,51,30,15.8,6.7,12.3,54.5,0.0,0.1,0.0,2.4,4.2,56.0,1.8,6.3,8.1,8.2,3.4,1.7,0.9,2.6,42.1,38,12,4.8,6-10,230,Louisiana State,Australia,2016,1,1,6-10,230,Louisiana State,Australia,2016,1,1,1.6,0.5,1.2,0.7,0.3,28.4,71.6,84.1,30.4,2.2,26.2,13.9,59.2,0.6,61.6,7.4,74.1,78.3,8.2,1.0,17.1,,20.8,,20.8,9.6,11.1,12.9,0.8,1.8,2.9,0.9,0.9,1.8,50.0,50.0,0.04,4.4,3.8,8.2,5.0,7.2,69.3,0.9,2.5,37.3,0.6,1.9,31.8,0.2,0.5,34.9,0.0,0.0,33.3,0.0,0.0,0.0,11.0,19.0,57.9,2.5,6.5,38.1,2.4,5.9,40.5,3.0,7.2,41.5,3.1,8.4,37.0,4.7,14.2,32.8,102.9,6.6,36.2,5.3,17.1,11.5,54.5,55.7,21.9,101.77,15.4,14.5
Bismack Biyombo,ORL,25,18.2,14.5,82,25,57,5.7,2.2,4.3,52.0,0.0,0.0,0.0,1.2,1.9,65.0,1.8,4.0,5.7,0.8,1.0,0.3,1.2,1.9,17.0,7,0,-5.2,6-9,255,None,DRC,2011,1,7,6-9,255,None,DRC,2011,1,7,6.6,2.0,4.6,3.2,1.5,30.7,69.3,79.9,38.4,2.5,43.2,11.4,50.1,0.5,52.5,4.6,23.9,13.8,0.8,0.0,1.3,,1.8,,1.8,0.8,3.4,3.4,2.7,6.0,0.5,0.3,0.2,0.6,55.6,44.4,0.01,6.0,1.1,7.1,1.7,2.8,62.7,0.3,0.8,34.8,0.1,0.5,28.9,0.1,0.2,31.3,0.0,0.0,0.0,0.0,0.0,0.0,7.4,12.2,60.7,1.2,3.4,34.9,1.4,2.7,49.8,1.4,3.5,39.7,2.2,5.2,42.1,2.2,6.4,34.8,111.4,-13.6,7.0,9.1,20.9,14.9,52.0,55.6,14.6,97.92,9.8,8.5
Blake Griffin,DET,29,34.0,35.0,58,28,30,21.4,7.5,17.2,43.8,1.9,5.6,34.5,4.5,5.7,78.5,1.3,6.1,7.4,5.8,2.8,0.7,0.3,2.4,39.1,16,3,1.0,6-10,251,Oklahoma,USA,2009,1,1,6-10,251,Oklahoma,USA,2009,1,1,4.6,0.6,4.0,2.6,0.8,13.0,87.0,90.3,26.7,2.2,30.4,14.3,51.5,0.9,54.9,5.4,60.7,58.8,5.8,0.4,10.2,,13.9,,13.9,6.1,9.5,10.1,2.9,6.9,1.4,0.4,0.6,1.1,39.3,60.7,0.21,5.8,3.9,9.7,4.0,6.4,62.6,0.7,2.2,33.1,0.1,0.8,18.2,0.5,1.5,35.2,0.9,2.5,34.7,1.2,3.6,33.2,12.5,20.2,61.8,1.8,5.1,35.5,2.3,5.2,43.2,2.7,6.7,40.8,3.9,10.9,36.1,4.5,12.8,34.8,107.0,1.9,28.6,3.6,17.5,10.6,49.3,54.4,28.5,98.54,14.4,15.3
Boban Marjanovic,LAC,29,8.7,11.7,39,18,21,6.0,2.0,3.8,53.4,0.0,0.0,0.0,2.0,2.5,79.4,1.2,2.5,3.7,0.6,0.9,0.3,0.3,1.3,12.0,1,0,1.4,7-3,290,None,Serbia,Undrafted,Undrafted,Undrafted,7-3,290,None,Serbia,Undrafted,Undrafted,Undrafted,3.4,0.8,2.6,1.8,0.8,24.6,75.4,84.5,38.1,1.9,50.7,6.5,56.9,0.5,61.3,3.6,7.3,7.9,0.6,0.1,0.9,,1.3,,1.3,0.7,7.7,9.2,1.4,3.1,0.4,0.1,0.1,0.1,60.0,40.0,0.00,3.7,0.4,4.1,1.6,2.6,62.5,0.4,1.0,40.0,0.1,0.3,33.3,0.0,0.2,20.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,3.9,60.0,0.5,1.6,33.9,0.9,2.0,43.5,1.4,2.6,53.0,1.3,3.5,36.1,1.3,3.5,37.3,103.5,6.3,10.0,15.1,27.4,21.5,53.4,61.6,27.6,102.36,16.6,16.4
Bobby Brown,HOU,33,5.7,,20,17,3,2.5,1.0,2.9,32.8,0.6,2.0,27.5,0.1,0.1,50.0,0.0,0.4,0.4,0.6,0.5,0.2,0.0,0.3,3.9,0,0,-3.0,6-2,175,California State-Fullerton,USA,Undrafted,Undrafted,Undrafted,6-2,175,California State-Fullerton,USA,Undrafted,Undrafted,Undrafted,0.2,0.0,0.2,0.1,0.0,0.0,100,100,0.0,0.0,0.0,0.6,63.6,0.1,70.0,16.2,8.3,10.9,0.6,0.0,1.4,,1.5,,1.5,0.6,6.6,6.6,0.1,0.3,0.1,0.1,0.1,0.1,50.0,50.0,0.00,0.1,0.6,0.8,0.2,0.4,57.1,0.0,0.1,0.0,0.1,0.4,40.0,0.1,0.2,50.0,0.2,0.4,57.1,0.4,1.6,25.0,2.3,4.0,56.3,0.4,0.8,46.7,0.3,0.9,30.8,0.6,1.0,58.3,1.0,2.1,47.2,1.1,2.6,43.1,115.5,-24.5,19.0,0.0,6.1,2.9,42.2,42.5,25.2,102.53,3.9,
